age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
30,181,79,Scotland,65,65,61,60,48,59,56,63,57,38,49,64,88,90,83,55,67,22,25,15,13,6,15,13,2000.0
29,183,67,Republic of Ireland,65,65,60,52,56,61,55,59,53,35,56,60,72,75,71,60,61,62,60,10,10,15,9,10,1000.0
28,178,74,England,65,65,59,51,57,65,49,64,58,65,65,66,61,57,75,64,73,66,65,9,14,8,11,9,3000.0
29,185,77,Cameroon,65,65,38,37,58,63,43,56,51,45,59,61,67,54,71,62,62,64,63,13,8,15,14,11,5000.0
28,183,72,England,65,67,12,11,11,15,13,12,14,12,11,13,49,48,43,63,60,11,11,65,61,58,67,66,2000.0
32,194,84,Korea Republic,65,65,14,19,19,35,12,12,11,13,34,13,42,34,44,61,52,13,18,64,61,60,67,67,1000.0
26,165,64,Ecuador,65,65,61,64,42,63,40,63,61,47,56,62,79,81,85,62,83,44,39,14,13,9,15,13,11000.0
28,180,75,England,65,65,60,48,53,62,19,54,40,35,60,58,67,66,78,56,73,62,60,8,15,9,10,14,3000.0
28,178,72,Wales,65,65,63,52,46,59,47,64,53,43,55,62,85,83,83,59,90,40,16,9,11,7,12,9,3000.0
27,183,72,Republic of Ireland,65,65,63,64,60,65,57,65,61,40,61,64,75,71,73,62,65,39,31,11,10,7,13,14,4000.0
29,175,72,Guinea,65,65,60,60,46,59,58,70,51,45,54,63,86,84,90,55,76,17,21,11,7,7,8,6,500.0
31,176,75,Australia,65,65,54,62,42,62,63,63,61,52,56,64,75,79,70,61,68,34,45,15,16,7,10,9,500.0
28,185,88,Grenada,65,65,33,34,61,54,29,45,38,32,52,53,71,68,51,60,66,64,63,14,8,11,6,12,3000.0
27,192,78,England,65,67,11,15,15,35,16,22,14,19,39,27,44,47,49,58,39,15,17,65,62,63,64,66,9000.0
30,183,79,Austria,65,65,34,42,66,59,20,44,39,27,58,54,67,62,61,65,64,63,61,8,11,11,10,9,7000.0
29,169,60,Uruguay,65,65,62,60,56,65,61,64,69,72,60,65,84,83,81,62,84,36,31,12,13,15,7,13,950.0
28,180,70,Poland,65,65,69,58,48,66,63,68,67,67,65,68,69,55,80,60,74,32,30,10,14,10,9,14,2000.0
30,175,65,England,65,65,60,47,51,60,48,59,49,49,53,61,81,81,75,60,78,61,57,12,11,10,14,14,3000.0
29,196,92,Serbia,65,65,27,69,72,55,55,59,68,40,37,62,59,32,40,70,40,11,11,6,7,8,15,16,2000.0
27,179,76,Mexico,65,68,57,55,46,64,43,41,58,45,67,68,60,34,64,56,64,60,60,8,13,16,14,13,3000.0
31,188,86,France,65,65,64,21,65,61,25,60,53,31,62,63,63,62,55,64,53,63,62,8,8,16,6,9,4000.0
27,187,80,England,65,65,27,30,65,60,23,45,22,25,50,56,50,52,58,63,63,66,64,11,12,11,9,8,3000.0
31,179,76,Spain,65,65,60,42,57,58,36,60,64,40,57,62,73,76,69,60,76,58,59,15,12,7,8,11,2000.0
31,184,78,Germany,65,65,41,22,60,58,13,46,44,48,53,56,56,57,65,62,63,66,66,9,15,11,15,15,1000.0
28,181,75,England,65,66,48,24,63,58,22,53,26,22,52,55,80,80,71,55,62,64,63,12,13,14,13,14,2000.0
29,186,73,Germany,65,65,60,64,49,64,56,67,64,59,50,65,76,70,74,60,70,41,30,8,11,10,7,12,7000.0
35,187,94,Peru,65,65,58,36,60,56,27,53,37,39,49,54,70,60,60,59,43,69,67,12,7,11,9,15,500.0
27,180,73,Norway,65,65,62,39,50,62,58,61,60,41,51,62,79,72,77,61,81,63,60,15,9,12,16,9,1000.0
27,173,65,Tunisia,65,65,56,58,19,59,45,68,65,54,53,67,79,80,86,62,79,27,31,12,6,10,13,14,5000.0
26,191,82,France,65,67,47,64,64,60,55,63,52,43,43,65,66,63,65,62,53,41,36,14,10,13,15,8,3000.0
30,176,74,Austria,65,65,63,49,53,63,43,63,51,46,58,65,67,62,74,58,75,65,64,12,15,10,8,10,3000.0
28,186,74,England,65,67,18,19,15,25,14,19,14,14,22,20,40,40,32,57,57,14,17,66,64,66,63,68,5000.0
29,186,78,England,65,65,38,66,62,57,61,62,41,37,43,63,73,71,68,60,64,20,19,13,8,8,12,15,3000.0
28,190,67,Netherlands,65,68,13,17,12,39,16,15,18,19,33,26,56,56,58,61,53,20,19,67,63,67,64,65,1000.0
29,176,69,Ivory Coast,65,65,60,64,56,62,55,69,50,56,52,68,77,76,76,63,74,30,12,10,11,13,10,11,4000.0
27,179,68,Germany,65,65,66,54,47,67,62,67,69,69,55,65,77,58,82,64,78,24,20,11,7,14,9,8,2000.0
28,185,74,Denmark,65,65,57,47,62,66,46,60,55,57,64,63,68,64,71,62,71,62,61,16,7,12,10,13,2000.0
28,185,75,England,65,66,26,29,63,61,30,42,25,27,64,50,68,66,41,60,58,64,66,14,16,30,14,14,3000.0
29,186,80,Poland,65,65,41,29,63,60,43,40,50,37,58,57,52,52,64,58,65,67,66,10,16,14,7,11,2000.0
28,178,69,Scotland,65,65,59,47,54,68,42,64,52,45,66,67,55,65,69,63,74,60,61,10,11,15,14,15,3000.0
29,178,76,Germany,65,65,63,44,52,61,44,61,68,69,60,60,84,90,76,62,76,58,60,12,11,16,9,8,2000.0
27,185,80,Netherlands,65,65,31,70,66,52,58,58,38,38,42,60,72,74,68,53,71,27,24,8,8,9,10,12,4000.0
28,180,75,Denmark,65,65,62,58,45,69,40,67,61,54,64,67,63,62,69,59,71,45,43,6,8,12,7,11,2000.0
27,179,69,Germany,65,66,61,51,40,64,51,65,64,67,68,55,74,74,78,65,74,62,60,13,12,12,6,15,4000.0
27,186,79,Spain,65,65,47,69,64,61,67,63,42,51,40,66,57,58,65,63,58,37,20,10,15,9,8,15,4000.0
28,185,82,Grenada,65,65,62,58,55,66,51,65,61,56,67,66,72,75,73,61,68,63,59,16,12,15,11,16,4000.0
27,186,76,England,65,65,48,66,65,59,58,59,42,45,45,63,62,66,69,65,64,41,43,9,8,8,9,9,4000.0
32,178,70,Romania,65,65,67,54,57,65,57,64,62,61,63,65,73,74,72,60,66,42,39,10,10,12,7,7,3000.0
26,180,70,England,65,67,43,15,65,55,25,54,49,29,49,57,72,77,76,58,70,66,63,9,11,9,8,10,3000.0
28,175,70,Scotland,65,65,64,63,50,64,62,65,63,67,59,63,81,82,85,60,78,50,37,12,13,14,15,6,2000.0
29,173,68,United States,65,65,67,58,52,68,50,67,69,66,65,65,58,59,68,65,76,61,56,9,16,15,11,13,2000.0
33,183,74,Norway,65,65,60,43,45,60,35,59,48,42,55,60,76,75,74,63,68,62,62,15,7,15,10,12,1000.0
32,175,62,Korea Republic,65,65,62,54,38,68,58,63,66,60,67,65,69,73,78,58,83,60,54,8,16,12,10,10,2000.0
27,186,75,England,65,66,41,65,64,58,57,61,52,42,49,64,65,68,65,63,68,34,12,15,16,12,12,11,3000.0
30,176,75,Paraguay,65,65,62,36,51,49,35,61,36,42,47,59,71,72,65,60,81,69,66,7,13,14,14,15,500.0
31,193,84,Guinea,65,65,49,54,67,64,54,52,52,41,56,54,55,53,52,61,31,65,63,14,9,16,8,13,3000.0
31,181,78,Sweden,65,65,57,26,61,63,34,57,42,38,58,65,69,73,70,70,73,63,61,13,9,15,6,8,2000.0
27,184,77,Guinea,65,66,56,27,62,66,43,60,45,43,61,64,71,67,66,60,58,69,67,12,11,10,13,15,4000.0
31,180,75,Ukraine,65,65,51,62,68,65,65,58,42,55,42,62,73,73,66,62,68,40,24,6,11,12,14,11,2000.0
25,187,81,Norway,65,71,16,13,14,31,15,16,14,14,24,22,41,41,34,61,55,17,16,65,64,59,62,66,1000.0
27,191,85,Poland,65,66,55,38,71,64,36,36,37,42,54,54,45,55,55,63,40,63,63,15,8,11,13,13,2000.0
28,181,70,Italy,65,65,61,67,66,62,68,58,27,19,38,64,63,71,63,48,79,44,42,7,11,8,12,9,3000.0
27,182,76,Scotland,65,66,31,65,62,68,58,67,64,45,63,64,69,72,68,62,71,45,30,12,13,11,14,9,2000.0
29,175,70,Romania,65,65,66,62,44,66,60,67,66,59,63,67,78,76,76,62,81,60,51,13,9,11,13,9,2000.0
27,184,77,France,65,68,36,27,59,46,31,31,30,36,44,59,31,33,37,59,61,70,68,12,11,12,15,7,2000.0
28,185,80,Netherlands,65,65,65,60,49,66,60,63,61,63,66,63,74,72,73,65,64,40,42,16,14,7,15,6,2000.0
35,185,76,Saudi Arabia,65,65,26,20,67,60,21,41,30,26,44,44,48,49,65,58,42,65,68,10,8,7,11,10,6000.0
29,185,70,Saudi Arabia,65,65,35,24,66,54,25,26,16,26,49,50,61,64,64,58,60,65,62,6,12,14,15,8,6000.0
29,184,86,Saudi Arabia,65,66,11,16,14,29,13,13,20,14,39,17,42,46,50,60,52,14,13,64,61,61,65,68,7000.0
29,180,72,Saudi Arabia,65,65,66,35,49,62,36,61,60,28,58,61,76,72,74,56,63,59,58,15,10,14,11,12,4000.0
38,175,74,Paraguay,65,65,58,23,57,56,29,53,34,32,51,59,64,65,68,68,72,66,64,12,13,11,16,13,500.0
33,168,68,Saudi Arabia,65,65,64,53,55,63,55,66,63,57,60,62,71,70,78,62,68,62,56,8,9,9,9,12,7000.0
32,166,68,Saudi Arabia,65,65,53,46,54,67,42,65,49,41,62,66,70,70,71,69,71,64,56,11,10,11,16,15,5000.0
32,178,74,England,65,65,62,56,53,58,52,62,44,56,55,59,75,76,73,61,62,61,57,15,12,14,12,13,3000.0
27,193,83,England,65,66,25,33,67,55,27,32,26,27,51,42,34,34,31,61,33,64,63,13,11,11,12,14,3000.0
29,184,74,Greece,65,65,61,57,57,60,55,65,63,59,60,64,76,72,76,67,66,22,26,9,7,12,15,10,5000.0
27,189,86,Brazil,65,65,27,66,68,66,65,63,37,36,60,65,51,49,59,59,54,29,30,13,10,10,14,12,2000.0
27,174,69,Australia,65,66,68,46,52,63,34,59,52,39,58,60,72,72,69,57,77,58,60,14,12,15,10,16,2000.0
27,181,83,Republic of Ireland,65,65,56,52,50,62,47,65,55,41,60,62,79,79,73,61,46,51,50,11,12,11,9,10,2000.0
42,180,80,Bolivia,65,65,11,15,15,27,16,14,15,14,20,19,42,40,38,65,62,19,17,59,62,62,71,63,500.0
30,174,65,Poland,65,65,64,64,60,66,57,64,64,66,64,66,76,71,73,61,78,61,57,7,6,13,7,7,3000.0
27,173,67,Guyana,65,65,59,61,62,60,60,67,70,44,47,66,87,86,82,65,85,21,29,9,12,13,8,6,3000.0
29,182,76,Germany,65,65,57,64,70,67,64,63,58,49,58,60,71,68,68,71,67,62,60,9,12,8,15,13,3000.0
30,185,71,Saudi Arabia,65,65,43,34,68,60,36,36,32,24,52,47,67,58,63,57,51,67,65,12,10,12,11,6,9000.0
30,191,81,Poland,65,65,13,18,12,26,15,14,16,17,24,26,30,44,38,56,58,12,13,65,63,65,67,65,1000.0
25,185,79,France,65,69,59,33,51,68,51,67,59,57,69,68,49,60,67,62,63,61,57,9,9,16,16,14,2000.0
29,192,84,Austria,65,65,48,48,68,67,40,52,52,48,66,65,32,33,33,58,34,64,55,16,11,6,6,10,4000.0
27,180,73,Austria,65,66,60,65,61,63,63,67,63,34,60,66,79,76,81,59,72,27,30,12,14,12,8,6,3000.0
26,180,72,Norway,65,66,65,58,42,59,47,62,56,42,47,63,85,85,72,52,77,57,60,6,8,10,6,13,1000.0
25,186,73,Denmark,65,68,18,11,14,42,17,14,18,20,38,24,47,48,43,59,62,16,18,67,62,69,62,67,3000.0
25,180,68,Sweden,65,67,66,56,52,67,64,63,68,67,65,66,62,66,70,65,73,63,59,15,8,8,8,6,2000.0
30,176,71,Saudi Arabia,65,65,59,63,55,56,52,66,63,59,52,65,84,85,77,58,69,13,18,14,15,9,12,10,8000.0
26,172,76,Kazakhstan,65,67,62,60,49,65,49,69,55,50,64,67,72,71,78,63,83,58,61,10,15,13,12,14,2000.0
26,189,79,Sweden,65,69,20,17,20,28,11,17,13,15,22,23,35,42,37,58,33,20,14,68,63,65,63,66,950.0
26,190,81,Italy,65,68,25,23,67,49,34,44,22,21,46,46,64,66,58,53,65,65,63,3,3,3,3,3,4000.0
26,170,68,Saudi Arabia,65,66,58,41,49,63,47,62,55,46,59,64,74,74,67,61,74,66,56,9,16,14,8,12,9000.0
25,185,80,Poland,65,71,37,32,67,62,38,44,53,39,56,63,66,65,61,64,66,66,65,8,6,15,14,13,4000.0
27,188,80,Uruguay,65,66,33,72,71,56,47,61,39,31,33,65,54,54,60,63,61,14,19,11,5,6,14,6,5000.0
29,178,70,Colombia,65,65,63,48,59,62,40,59,51,37,54,62,72,71,70,64,59,63,60,10,10,15,11,13,1000.0
27,188,86,United States,65,67,46,48,57,64,42,60,59,43,60,62,53,65,55,70,44,65,59,16,6,6,10,15,2000.0
26,180,73,Jamaica,65,67,60,45,59,55,30,61,34,35,51,60,73,74,59,58,71,62,62,9,11,6,12,9,2000.0
28,195,85,Australia,65,67,38,31,64,65,26,34,30,27,54,51,55,61,47,54,37,66,62,15,10,12,14,6,3000.0
29,184,79,Germany,65,66,42,43,67,59,52,39,39,44,50,54,75,65,65,64,67,66,67,14,9,8,10,8,2000.0
30,179,81,Namibia,65,65,66,66,53,64,60,68,75,71,52,67,74,78,69,61,73,30,34,13,12,9,7,9,950.0
30,180,72,Japan,65,65,66,66,61,57,67,64,64,62,45,63,84,86,72,59,64,19,16,8,14,13,16,7,3000.0
28,186,80,Germany,65,65,65,62,48,64,60,70,67,65,56,66,68,75,68,61,61,32,25,14,16,7,10,9,3000.0
31,185,83,Germany,65,65,10,9,14,23,11,17,12,12,21,16,37,41,38,64,43,9,15,64,62,60,66,67,1000.0
32,189,83,Croatia,65,65,40,40,65,49,23,30,13,36,37,42,50,70,54,64,69,64,62,9,15,14,9,10,2000.0
28,183,75,France,65,65,42,54,57,65,39,64,47,34,61,65,61,65,72,61,65,68,62,8,10,13,13,10,2000.0
32,177,75,Mexico,65,65,53,67,61,68,59,65,61,58,59,70,69,69,71,66,61,66,65,14,6,10,15,12,11000.0
30,191,75,Austria,65,65,55,36,64,65,35,52,37,39,61,56,39,33,68,62,53,65,62,15,11,10,14,13,3000.0
30,174,58,Korea Republic,65,65,57,58,46,63,59,69,70,67,63,68,74,71,77,64,81,49,44,13,16,13,8,9,2000.0
27,190,83,Germany,65,66,54,59,65,65,63,66,43,40,65,68,52,44,62,64,64,57,51,12,15,13,6,8,2000.0
25,188,75,England,65,68,62,61,29,59,42,70,59,57,62,60,78,80,71,55,67,18,15,16,7,13,11,10,4000.0
27,190,85,Sweden,65,66,54,55,50,60,49,66,53,45,58,62,90,84,67,59,52,59,58,15,16,11,11,13,3000.0
30,188,82,Jamaica,65,65,43,65,62,55,57,62,63,29,31,59,79,86,75,61,42,38,25,9,16,8,14,6,600.0
30,186,76,Korea Republic,65,65,32,62,74,54,59,57,40,29,44,56,62,66,71,66,76,28,22,10,8,7,8,12,3000.0
29,189,88,Korea Republic,65,66,20,16,16,27,16,12,16,17,25,24,45,49,32,58,46,11,12,64,65,63,63,65,1000.0
28,170,69,Japan,65,65,57,55,61,66,60,66,61,57,62,66,74,72,76,62,78,31,27,15,9,9,11,13,4000.0
30,169,70,Saudi Arabia,65,65,60,53,48,66,30,63,55,57,67,65,47,54,71,60,64,64,62,12,15,12,9,11,9000.0
31,190,88,Germany,65,65,43,30,67,63,28,46,33,31,61,54,31,32,31,61,38,66,64,7,8,7,8,7,3000.0
28,177,72,Saudi Arabia,65,65,31,17,59,50,26,39,28,23,37,55,57,57,46,59,62,71,65,15,10,13,12,7,9000.0
31,183,83,Argentina,65,65,15,12,15,29,14,14,15,12,27,23,41,49,39,66,61,19,14,61,62,59,64,68,3000.0
28,170,63,Australia,65,65,62,52,50,64,45,66,42,37,61,68,54,54,72,61,68,62,59,7,10,14,13,8,3000.0
28,182,72,Uruguay,65,65,56,71,46,61,59,66,67,48,59,69,63,69,64,67,65,44,36,13,11,11,14,8,4000.0
27,185,85,France,65,66,59,42,60,62,42,44,27,36,59,55,52,52,31,65,59,65,66,7,10,10,8,7,4000.0
29,176,65,Saudi Arabia,65,65,37,68,66,51,66,59,43,30,36,66,79,75,69,62,66,17,15,12,13,15,14,7,8000.0
38,188,90,Chile,65,65,19,19,12,29,13,13,12,20,21,11,46,45,39,54,50,19,16,64,66,62,65,67,600.0
27,196,98,Portugal,65,68,15,13,14,23,19,17,16,15,16,24,27,28,35,57,25,15,13,64,65,62,67,65,3000.0
25,179,80,Sweden,65,67,54,31,52,61,34,58,52,45,58,61,73,81,65,59,73,61,58,6,13,12,9,10,1000.0
25,191,80,England,65,70,58,56,49,69,50,63,69,70,68,67,66,64,61,62,71,60,57,9,8,11,8,12,2000.0
26,170,70,Portugal,65,68,55,55,42,69,49,70,60,55,67,70,75,72,76,61,83,55,49,11,12,13,10,10,2000.0
25,183,75,Norway,65,71,46,33,63,58,34,44,40,36,49,57,48,44,55,63,55,67,64,10,11,12,12,15,1000.0
25,184,68,England,65,68,62,58,55,54,42,61,65,61,55,59,75,76,72,59,64,59,58,10,15,14,10,12,3000.0
32,183,79,Colombia,65,65,22,26,61,53,28,47,30,27,50,53,65,73,48,57,50,63,64,9,6,10,8,14,550.0
29,180,75,Colombia,65,65,58,59,66,59,58,67,67,50,55,67,75,73,73,58,71,34,38,11,7,15,11,10,2000.0
32,183,79,Uruguay,65,65,32,29,52,59,27,34,34,27,35,56,58,64,59,61,58,68,65,15,12,8,16,9,500.0
28,175,68,Chile,65,65,55,50,44,70,46,65,51,52,65,68,70,66,59,64,59,67,59,8,13,12,7,13,1000.0
32,185,82,Chile,65,65,23,65,71,58,43,59,46,56,42,63,63,55,65,63,34,20,22,6,9,15,7,13,1000.0
26,176,74,Saudi Arabia,65,67,63,52,54,58,48,67,48,47,53,67,76,76,73,58,84,57,60,15,11,7,11,8,9000.0
24,185,70,Scotland,65,68,56,29,63,65,25,60,38,39,58,64,63,66,61,54,61,65,63,10,15,15,15,16,2000.0
29,183,72,Argentina,65,66,33,28,72,53,32,36,29,29,43,47,42,52,44,62,51,66,64,9,9,10,12,7,4000.0
32,167,68,Argentina,65,65,57,47,54,65,56,64,55,51,67,66,66,67,67,67,70,65,62,13,10,6,6,14,3000.0
27,183,70,Scotland,65,66,31,19,67,54,27,46,32,31,47,52,66,68,67,62,70,66,64,12,8,7,15,7,2000.0
26,183,66,Belgium,65,68,68,59,54,71,70,69,56,53,66,68,46,47,68,58,69,42,34,8,14,8,7,10,6000.0
27,178,70,Belgium,65,66,56,48,57,68,45,67,60,46,65,68,65,63,58,63,72,63,62,11,7,13,10,8,1000.0
27,187,82,Senegal,65,68,53,62,68,62,43,52,44,35,61,65,43,54,54,55,67,63,62,13,10,6,8,7,6000.0
28,187,82,Faroe Islands,65,65,64,64,65,65,48,63,57,29,64,65,78,82,66,61,61,58,59,10,10,11,12,6,2000.0
30,171,75,Denmark,65,65,60,58,48,59,53,66,60,56,55,66,75,81,85,65,83,56,57,10,13,13,12,9,4000.0
30,182,79,Denmark,65,65,39,50,55,63,35,52,48,42,60,60,43,43,55,68,60,65,63,14,10,12,7,11,3000.0
37,190,85,Denmark,65,65,16,16,14,48,18,22,18,18,48,37,30,35,32,53,39,17,12,65,66,69,67,63,2000.0
26,183,70,Ghana,65,68,64,64,61,58,65,65,42,30,55,63,80,80,70,55,60,47,43,8,14,7,15,10,4000.0
30,188,85,Denmark,65,65,60,48,62,62,33,60,50,37,57,61,66,67,62,60,54,65,62,12,13,9,15,10,4000.0
30,186,72,Argentina,65,65,27,22,67,50,28,24,55,60,42,42,49,52,37,60,54,67,66,11,12,12,16,15,4000.0
27,181,73,England,65,66,45,65,63,52,54,63,41,39,33,62,90,91,73,61,51,25,21,12,16,15,8,12,4000.0
31,178,76,France,65,65,67,51,41,67,46,62,65,65,65,66,63,52,73,67,76,65,60,10,12,14,9,7,5000.0
26,178,76,Germany,65,66,67,57,40,66,55,68,81,70,47,67,83,69,80,57,77,25,26,13,11,15,7,10,13000.0
30,180,75,Germany,65,65,63,31,50,64,45,61,68,49,61,61,71,72,70,64,73,63,60,10,8,12,14,7,2000.0
26,182,75,Jamaica,65,66,61,37,56,54,29,62,48,29,56,62,83,88,75,60,49,61,63,8,7,11,8,10,2000.0
27,166,68,Mexico,65,66,67,32,53,65,33,64,57,37,60,65,64,62,73,57,82,62,64,13,11,11,15,15,6000.0
26,165,60,England,65,66,54,57,37,63,50,67,60,66,58,68,81,69,90,58,92,45,36,6,15,16,16,11,5000.0
27,187,79,Germany,65,65,50,31,58,56,38,49,35,31,39,59,61,65,53,65,59,66,67,11,13,6,13,13,1000.0
26,196,88,Netherlands,65,66,50,68,82,61,58,58,35,30,56,57,41,41,42,60,46,22,23,9,9,9,13,11,2000.0
39,185,80,Venezuela,65,65,43,73,65,57,65,64,67,75,49,59,46,62,55,55,56,20,14,9,14,12,7,14,500.0
33,173,71,Venezuela,65,65,63,54,45,69,45,58,39,32,64,70,62,59,63,68,65,64,60,14,9,8,14,8,500.0
28,165,70,Venezuela,65,65,29,63,55,73,48,65,50,26,67,62,72,69,68,62,64,45,33,10,11,9,9,9,500.0
27,168,68,Ghana,65,65,55,59,30,63,57,64,58,44,55,63,91,90,91,57,90,49,38,10,12,11,12,14,2000.0
33,182,75,Japan,65,65,53,49,61,64,44,54,39,43,66,61,37,38,66,60,56,62,60,14,11,15,9,11,1000.0
26,177,76,Hungary,65,66,66,62,52,64,67,63,34,23,55,64,73,76,71,55,77,16,16,13,8,12,7,10,3000.0
30,187,74,Cape Verde Islands,65,65,53,61,55,64,54,62,65,60,56,65,80,82,74,67,67,29,32,14,10,10,8,15,4000.0
30,173,70,Argentina,65,65,56,70,51,63,56,65,53,70,61,63,65,67,62,59,70,42,37,7,14,14,11,6,500.0
29,187,76,Poland,65,65,46,44,56,65,36,51,40,33,62,64,63,66,68,61,63,64,64,14,10,13,14,15,1000.0
25,180,68,England,65,67,61,33,52,59,30,62,46,37,54,59,73,70,80,57,83,62,60,15,9,9,11,10,3000.0
33,191,76,Senegal,65,65,25,24,66,47,24,35,28,32,32,39,60,64,42,53,48,65,62,16,11,6,6,13,2000.0
26,187,90,Nigeria,65,68,44,65,60,58,55,69,47,32,34,65,67,75,60,57,64,14,15,15,15,9,13,11,2000.0
26,182,81,Argentina,65,68,65,29,57,55,33,48,35,29,51,57,72,69,59,57,61,59,61,13,9,8,13,7,3000.0
24,172,65,Chile,65,71,50,55,33,65,42,65,59,59,59,68,83,83,75,67,79,61,42,7,9,14,7,13,2000.0
26,184,78,Poland,65,68,68,39,60,63,57,61,68,42,66,63,71,65,64,64,59,66,65,8,15,10,9,13,4000.0
26,175,71,Scotland,65,65,59,60,55,60,57,65,51,39,54,63,91,82,83,59,83,53,34,12,9,7,6,14,4000.0
27,188,80,Sweden,65,67,27,23,66,60,21,39,29,25,53,54,50,54,55,61,57,64,59,6,9,15,8,14,1000.0
27,186,83,Poland,65,66,59,61,55,66,45,63,58,65,65,65,71,64,75,62,72,51,44,7,9,8,6,8,3000.0
25,178,63,Scotland,65,68,41,66,65,63,59,63,66,35,47,65,70,72,69,61,72,40,32,15,7,11,10,12,2000.0
29,188,79,Turkey,65,65,57,37,67,57,40,52,50,44,56,54,53,64,54,62,57,65,62,14,8,8,15,7,4000.0
25,171,61,Guinea Bissau,65,67,62,64,33,62,67,65,52,31,58,66,73,73,74,59,69,24,20,11,15,7,10,16,2000.0
25,169,64,England,65,69,59,64,48,63,56,65,60,58,61,64,83,82,93,60,91,36,27,11,9,7,16,11,4000.0
27,193,91,Guinea Bissau,65,68,49,31,60,59,25,45,30,30,53,59,48,57,44,57,44,66,59,9,13,15,11,12,4000.0
28,178,80,Saudi Arabia,65,65,67,52,54,68,52,58,53,49,62,63,34,46,61,58,60,65,60,15,15,10,14,11,8000.0
27,175,62,Bolivia,65,65,64,47,40,61,40,72,49,34,58,66,78,73,80,45,66,30,32,6,8,9,14,9,500.0
30,178,70,Bolivia,65,65,60,71,72,47,47,62,45,52,29,64,74,73,72,57,69,51,43,6,15,12,15,15,500.0
28,170,65,Poland,65,65,60,60,67,62,51,64,52,43,57,60,81,81,70,58,81,25,26,15,12,14,12,10,1000.0
25,183,75,Brazil,65,68,52,67,60,56,41,71,49,40,41,66,82,75,84,61,81,15,16,14,15,13,7,16,2000.0
25,173,62,England,65,69,57,55,47,66,62,63,64,64,65,65,63,63,91,63,84,61,59,14,14,10,8,8,4000.0
26,188,86,Uganda,65,66,58,65,48,58,53,69,55,48,50,66,82,86,60,57,55,35,36,12,13,7,6,15,950.0
25,178,74,England,65,70,45,67,61,58,51,65,50,62,53,64,81,83,83,64,77,31,32,8,12,8,7,13,4000.0
27,177,70,Argentina,65,66,50,48,59,67,39,57,40,44,59,64,66,63,62,62,74,68,65,15,7,11,11,7,4000.0
24,173,70,Scotland,65,70,62,58,46,65,49,67,47,45,58,66,68,66,78,61,68,48,47,10,13,7,11,6,2000.0
24,174,82,Belgium,65,68,60,56,39,63,51,69,48,49,56,71,81,78,74,58,83,41,43,15,13,15,12,15,2000.0
28,183,78,Northern Ireland,65,65,35,64,59,54,60,60,37,47,51,65,77,78,71,59,62,35,28,6,9,9,7,9,4000.0
26,177,72,Senegal,65,66,58,62,59,60,57,66,59,35,46,64,78,82,85,60,76,23,16,10,14,7,7,7,2000.0
25,163,74,Republic of Ireland,65,68,68,60,40,69,55,60,70,68,68,69,70,64,86,65,92,61,58,14,15,13,12,16,3000.0
25,191,80,Republic of Ireland,65,70,27,33,62,58,29,53,30,32,62,60,53,56,61,55,38,63,63,13,11,15,12,8,3000.0
24,178,64,England,65,71,46,44,57,65,36,57,45,41,62,64,60,54,74,58,71,66,64,6,7,11,13,9,2000.0
27,172,68,Korea Republic,65,66,37,59,42,67,66,69,64,45,62,66,81,79,90,61,90,46,19,9,10,8,8,9,2000.0
26,178,76,Saudi Arabia,65,68,45,40,41,65,39,57,48,45,61,61,63,61,69,55,73,66,65,14,14,11,12,10,6000.0
25,185,84,England,65,69,38,30,62,54,30,49,39,34,50,52,66,68,57,58,64,65,62,11,10,15,11,16,2000.0
27,181,82,Spain,65,66,63,66,68,65,59,64,45,39,45,61,68,64,60,62,59,19,23,11,12,14,13,12,3000.0
24,187,80,Norway,65,71,56,41,52,62,42,64,45,35,56,62,74,81,66,58,61,64,63,13,10,14,14,13,3000.0
29,186,67,Spain,65,66,32,32,68,60,36,37,35,31,48,46,39,59,30,58,48,73,69,14,15,8,9,11,3000.0
28,185,87,United States,65,65,55,23,69,62,26,49,44,23,64,56,46,54,50,62,47,66,63,9,13,6,14,15,2000.0
24,183,72,England,65,70,38,67,64,59,60,59,47,39,44,64,74,72,64,64,66,28,23,12,14,9,10,14,2000.0
30,175,77,United States,65,65,62,63,42,72,44,67,76,64,63,66,51,48,73,65,67,56,53,15,6,13,11,15,2000.0
25,173,71,United States,65,66,55,52,52,69,55,73,58,45,54,75,69,64,77,62,75,61,53,15,14,6,7,13,2000.0
29,178,72,United States,65,65,63,34,55,66,45,58,57,33,56,60,74,76,67,59,73,64,62,9,11,8,8,8,2000.0
31,187,80,Austria,65,65,46,43,68,57,40,50,45,37,51,52,51,58,53,61,50,66,64,9,10,15,10,15,3000.0
28,179,66,Saudi Arabia,65,65,65,26,48,57,45,60,69,62,45,63,75,77,72,57,65,63,59,15,16,14,13,11,8000.0
